Name|Team|Position|Height|Weight|Age|Address1|Address2
Jose Castillo|PIT|Second Baseman|73|200|25.95|115 Federal Street|Pittsburgh, PA 15212
Jack Wilson|PIT|Shortstop|72|192|29.17|115 Federal Street|Pittsburgh, PA 15212
Freddy Sanchez|PIT|Third Baseman|70|192|29.19|115 Federal Street|Pittsburgh, PA 15212
Jason Bay|PIT|Outfielder|74|200|28.44|115 Federal Street|Pittsburgh, PA 15212
Jose Bautista|PIT|Outfielder|72|192|26.36|115 Federal Street|Pittsburgh, PA 15212
Xavier Nady|PIT|Outfielder|74|205|28.29|115 Federal Street|Pittsburgh, PA 15212
Jody Gerut|PIT|Outfielder|72|190|29.45|115 Federal Street|Pittsburgh, PA 15212
Nate McLouth|PIT|Outfielder|71|186|25.34|115 Federal Street|Pittsburgh, PA 15212
Chris Duffy|PIT|Outfielder|70|170|26.86|115 Federal Street|Pittsburgh, PA 15212
Rajai Davis|PIT|Outfielder|71|197|26.36|115 Federal Street|Pittsburgh, PA 15212
Shane Youman|PIT|Starting Pitcher|76|219|27.39|115 Federal Street|Pittsburgh, PA 15212
Yoslan Herrera|PIT|Starting Pitcher|74|200|25.84|115 Federal Street|Pittsburgh, PA 15212
Josh Shortslef|PIT|Starting Pitcher|76|220|25.08|115 Federal Street|Pittsburgh, PA 15212
Zach Duke|PIT|Starting Pitcher|74|207|23.87|115 Federal Street|Pittsburgh, PA 15212
Paul Maholm|PIT|Starting Pitcher|74|225|24.68|115 Federal Street|Pittsburgh, PA 15212
Tom Gorzelanny|PIT|Starting Pitcher|74|207|24.64|115 Federal Street|Pittsburgh, PA 15212
Shawn Chacon|PIT|Starting Pitcher|75|212|29.19|115 Federal Street|Pittsburgh, PA 15212
Tony Armas Jr.|PIT|Starting Pitcher|75|225|28.84|115 Federal Street|Pittsburgh, PA 15212
Ian Snell|PIT|Starting Pitcher|71|170|25.33|115 Federal Street|Pittsburgh, PA 15212
Sean Burnett|PIT|Starting Pitcher|71|190|24.45|115 Federal Street|Pittsburgh, PA 15212
John Grabow|PIT|Relief Pitcher|74|210|28.32|115 Federal Street|Pittsburgh, PA 15212
Marty McLeary|PIT|Relief Pitcher|77|230|32.34|115 Federal Street|Pittsburgh, PA 15212
Salomon Torres|PIT|Relief Pitcher|71|210|34.97|115 Federal Street|Pittsburgh, PA 15212
Damaso Marte|PIT|Relief Pitcher|74|200|32.04|115 Federal Street|Pittsburgh, PA 15212
Matt Capps|PIT|Relief Pitcher|75|238|23.49|115 Federal Street|Pittsburgh, PA 15212
Josh Sharpless|PIT|Relief Pitcher|77|234|26.09|115 Federal Street|Pittsburgh, PA 15212
Bryan Bullington|PIT|Relief Pitcher|76|222|26.41|115 Federal Street|Pittsburgh, PA 15212
Jonah Bayliss|PIT|Relief Pitcher|74|200|26.55|115 Federal Street|Pittsburgh, PA 15212
Brian Rogers|PIT|Relief Pitcher|76|190|24.62|115 Federal Street|Pittsburgh, PA 15212
Juan Perez|PIT|Relief Pitcher|72|170|28.49|115 Federal Street|Pittsburgh, PA 15212
Bengie Molina|SF|Catcher|71|220|32.61|24 Willie Mays Plaza|San Francisco, CA 94107
Eliezer Alfonzo|SF|Catcher|72|223|28.06|24 Willie Mays Plaza|San Francisco, CA 94107
Lance Niekro|SF|First Baseman|75|210|28.08|24 Willie Mays Plaza|San Francisco, CA 94107
Mark Sweeney|SF|First Baseman|73|215|37.34|24 Willie Mays Plaza|San Francisco, CA 94107
Ray Durham|SF|Second Baseman|68|196|35.25|24 Willie Mays Plaza|San Francisco, CA 94107
Kevin Frandsen|SF|Second Baseman|72|175|24.77|24 Willie Mays Plaza|San Francisco, CA 94107
Omar Vizquel|SF|Shortstop|69|175|39.85|24 Willie Mays Plaza|San Francisco, CA 94107
Rich Aurilia|SF|Third Baseman|73|189|35.49|24 Willie Mays Plaza|San Francisco, CA 94107
Pedro Feliz|SF|Third Baseman|73|205|31.84|24 Willie Mays Plaza|San Francisco, CA 94107
Todd Linden|SF|Outfielder|75|210|26.67|24 Willie Mays Plaza|San Francisco, CA 94107
Dave Roberts|SF|Outfielder|70|180|34.75|24 Willie Mays Plaza|San Francisco, CA 94107
Jason Ellison|SF|Outfielder|70|180|28.91|24 Willie Mays Plaza|San Francisco, CA 94107
Randy Winn|SF|Outfielder|74|197|32.73|24 Willie Mays Plaza|San Francisco, CA 94107
Ryan Klesko|SF|Outfielder|75|220|35.72|24 Willie Mays Plaza|San Francisco, CA 94107
Barry Bonds|SF|Outfielder|74|228|42.6|24 Willie Mays Plaza|San Francisco, CA 94107
Fred Lewis|SF|Outfielder|74|190|26.22|24 Willie Mays Plaza|San Francisco, CA 94107
Kelyn Acosta|SF|Starting Pitcher|73|204|21.85|24 Willie Mays Plaza|San Francisco, CA 94107
Jonathan Sanchez|SF|Starting Pitcher|74|165|24.28|24 Willie Mays Plaza|San Francisco, CA 94107
Matt Cain|SF|Starting Pitcher|75|216|22.41|24 Willie Mays Plaza|San Francisco, CA 94107
Matt Morris|SF|Starting Pitcher|77|220|32.56|24 Willie Mays Plaza|San Francisco, CA 94107
Russ Ortiz|SF|Starting Pitcher|73|208|32.74|24 Willie Mays Plaza|San Francisco, CA 94107
Noah Lowry|SF|Starting Pitcher|74|210|26.39|24 Willie Mays Plaza|San Francisco, CA 94107
Barry Zito|SF|Starting Pitcher|76|215|28.8|24 Willie Mays Plaza|San Francisco, CA 94107
Vinnie Chulk|SF|Relief Pitcher|74|195|28.2|24 Willie Mays Plaza|San Francisco, CA 94107
Kevin Correia|SF|Relief Pitcher|75|200|26.52|24 Willie Mays Plaza|San Francisco, CA 94107
Steve Kline|SF|Relief Pitcher|73|215|34.52|24 Willie Mays Plaza|San Francisco, CA 94107
Armando Benitez|SF|Relief Pitcher|76|229|34.32|24 Willie Mays Plaza|San Francisco, CA 94107
Scott Munter|SF|Relief Pitcher|78|240|26.98|24 Willie Mays Plaza|San Francisco, CA 94107
Jack Taschner|SF|Relief Pitcher|75|207|28.86|24 Willie Mays Plaza|San Francisco, CA 94107
Brian Wilson|SF|Relief Pitcher|73|205|24.96|24 Willie Mays Plaza|San Francisco, CA 94107
Merkin Valdez|SF|Relief Pitcher|77|208|25.3|24 Willie Mays Plaza|San Francisco, CA 94107
Brad Hennessey|SF|Relief Pitcher|74|185|27.06|24 Willie Mays Plaza|San Francisco, CA 94107
Billy Sadler|SF|Relief Pitcher|72|190|25.44|24 Willie Mays Plaza|San Francisco, CA 94107
Pat Misch|SF|Relief Pitcher|74|170|25.53|24 Willie Mays Plaza|San Francisco, CA 94107
Gary Bennett|STL|Catcher|72|208|34.87|700 Clark Street|St. Louis, MO 63102
Yadier Molina|STL|Catcher|71|225|24.63|700 Clark Street|St. Louis, MO 63102
John Nelson|STL|First Baseman|73|190|27.99|700 Clark Street|St. Louis, MO 63102
Albert Pujols|STL|First Baseman|75|225|27.12|700 Clark Street|St. Louis, MO 63102
Adam Kennedy|STL|Second Baseman|73|185|31.14|700 Clark Street|St. Louis, MO 63102
Aaron Miles|STL|Second Baseman|67|180|30.21|700 Clark Street|St. Louis, MO 63102
David Eckstein|STL|Shortstop|67|165|32.11|700 Clark Street|St. Louis, MO 63102
Scott Rolen|STL|Third Baseman|76|240|31.91|700 Clark Street|St. Louis, MO 63102
Scott Spiezio|STL|Third Baseman|74|220|34.44|700 Clark Street|St. Louis, MO 63102
Jim Edmonds|STL|Outfielder|73|212|36.68|700 Clark Street|St. Louis, MO 63102
So Taguchi|STL|Outfielder|70|163|37.66|700 Clark Street|St. Louis, MO 63102
Juan Encarnacion|STL|Outfielder|75|215|30.98|700 Clark Street|St. Louis, MO 63102
Skip Schumaker|STL|Outfielder|70|175|27.07|700 Clark Street|St. Louis, MO 63102
John Rodriguez|STL|Outfielder|72|205|29.11|700 Clark Street|St. Louis, MO 63102
Chris Duncan|STL|Outfielder|77|210|25.82|700 Clark Street|St. Louis, MO 63102
Adam Wainwright|STL|Starting Pitcher|79|205|25.5|700 Clark Street|St. Louis, MO 63102
Mark Mulder|STL|Starting Pitcher|78|208|29.57|700 Clark Street|St. Louis, MO 63102
Anthony Reyes|STL|Starting Pitcher|74|215|25.37|700 Clark Street|St. Louis, MO 63102
Ryan Franklin|STL|Starting Pitcher|75|180|33.99|700 Clark Street|St. Louis, MO 63102
Kip Wells|STL|Starting Pitcher|75|200|29.86|700 Clark Street|St. Louis, MO 63102
Chris Carpenter|STL|Starting Pitcher|78|230|31.84|700 Clark Street|St. Louis, MO 63102
Russ Springer|STL|Relief Pitcher|76|211|38.31|700 Clark Street|St. Louis, MO 63102
Jason Isringhausen|STL|Relief Pitcher|75|230|34.48|700 Clark Street|St. Louis, MO 63102
Ricardo Rincon|STL|Relief Pitcher|69|190|36.88|700 Clark Street|St. Louis, MO 63102
Braden Looper|STL|Relief Pitcher|75|220|32.34|700 Clark Street|St. Louis, MO 63102
Randy Flores|STL|Relief Pitcher|72|180|31.58|700 Clark Street|St. Louis, MO 63102
Josh Hancock|STL|Relief Pitcher|75|205|28.89|700 Clark Street|St. Louis, MO 63102
Brad Thompson|STL|Relief Pitcher|73|190|25.08|700 Clark Street|St. Louis, MO 63102
Tyler Johnson|STL|Relief Pitcher|74|180|25.73|700 Clark Street|St. Louis, MO 63102
Chris Narveson|STL|Relief Pitcher|75|205|25.19|700 Clark Street|St. Louis, MO 63102
Randy Keisler|STL|Relief Pitcher|75|190|31.01|700 Clark Street|St. Louis, MO 63102
Josh Kinney|STL|Relief Pitcher|73|195|27.92|700 Clark Street|St. Louis, MO 63102
|||||||
